Timestamp (UTC),Day created,Time created,Content,Total Likes,Total Comments,Total Shares,Post Type
Sat Sep 20 01:03:31 UTC 2014,Saturday,1:03:31,O beautiful for spacious skies... #PhotoFriday,58,1,0,VIDEO
Fri Sep 19 16:05:40 UTC 2014,Friday,16:05:40,"Today's #PhotoFriday is in honor of our four-legged heroes! Military K-9 handlers conduct trust exercises, pictured below, to build loyalty and team work with their working dogs.  



Photo Credit: Airman 1st Class Allen Stokes",18,3,0,PHOTO
Thu Sep 18 21:25:12 UTC 2014,Thursday,21:25:12,Plans are underway for continued collaboration with @WWE. Thank you @WWE for a great discussion and your continued support of Hire Heroes USA!,15,0,1,PHOTO
Thu Sep 18 15:05:47 UTC 2014,Thursday,15:05:47,"Transition Workshop participant, now Army veteran employed within the civilian workforce, provides feedback on his experience with Hire Heroes USA, ""Thanks for your dedication to us transitioning service members. I can say with absolute certainty that I would have been less prepared for my transition without it!"" #serviceatwork",4,0,0,STATUS
Wed Sep 17 20:45:05 UTC 2014,Wednesday,20:45:05,"Over the last 90 days, Hire Heroes USA has confirmed 4 hires per day! #serviceatwork",30,3,1,STATUS
Tue Sep 16 23:35:08 UTC 2014,Tuesday,23:35:08,Did you know that 80% of the Hire Heroes USA Team is comprised of OEF/OIF veterans? #serviceatwork,25,2,0,STATUS
Tue Sep 16 18:05:37 UTC 2014,Tuesday,18:05:37,"Hire Heroes and @the_USO enjoy a team dinner in a restored 1800s barn, in Germany.",11,0,0,PHOTO
Tue Sep 16 01:05:50 UTC 2014,Tuesday,1:05:50,Honored to be delivering our first Transition Workshop to troops and spouses at Ramstein AB.,11,1,0,PHOTO
Mon Sep 15 17:21:31 UTC 2014,Monday,17:21:31,A day to explore between delivering Transition Workshops in Italy and Germany!,19,0,0,PHOTO
Sun Sep 14 17:17:22 UTC 2014,Sunday,17:17:22,"As the Invictus Games come to a close today in London, we are reminded that the wounded warriors who competed exemplify survival in the face of adversity and the strength of the human spirit. Congratulations to all the athletes and a special shout out to Team USA! http://invictusgames.org",9,0,2,LINK
Sat Sep 13 20:34:00 UTC 2014,Saturday,20:34:00,"State of California Honor a Hero, Hire a Vet Job and Resource Fair” is scheduled for Wednesday, October 22 from 10 a.m. to 2 p.m. at the Hilton Concord, 1970 Diamond Blvd, Concord, CA. The job fair is free and open to all veterans, National Guard members, reservists returning from active duty, and the public. Over 75 employers, government agencies and community organizations will be on hand with information on employment, benefits, training, education and apprenticeships. For details, call Shawn Hansen at (925) 602-0115 or Dan Kennerk at (510) 794-3681.",5,0,0,STATUS
Fri Sep 12 23:17:07 UTC 2014,Friday,23:17:07,"The Call Of Duty Endowment's support of Hire Heroes USA allows us to assist more transitioning service members, veterans and spouses. See how we helped former Marine Shannon Potts through his career transition.",7,0,0,VIDEO
Fri Sep 12 22:16:21 UTC 2014,Friday,22:16:21,"Yesterday, the Hire Heroes USA San Diego team received individual certificates of appreciation from Fort Richardson's Alpha Company Warrior Transition Battalion. The team was presented the certificates and coins by Company Commander, CPT Robert Monzon, who made a surprise visit to the workshop. Way to go, team!",10,0,0,PHOTO
Thu Sep 11 21:00:01 UTC 2014,Thursday,21:00:01,Good luck to all of the wounded warriors participating in the 2014 #InvictusGames in London. Thirteen countries will be represented as veterans compete in both individual and team sports. Go Team USA!,6,0,0,LINK
Thu Sep 11 14:00:01 UTC 2014,Thursday,14:00:01,"""Time is passing. Yet, for the United States of America, there will be no forgetting September the 11th."" - President George W. Bush



Today, we remember those who lost their lives on September 11, 2001, and honor the brave men and women that serve to protect our freedoms. #NeverForget",25,0,0,PHOTO
Wed Sep 10 20:00:01 UTC 2014,Wednesday,20:00:01,"Hire Heroes USA is in Europe! Four team members are in Vicenza, Italy conducting a Warrior Transition Workshop for Active Duty troops this week. Manager of Veteran Programs West, Ted Schwinn, is pictured below providing personalized transition assistance to a service member.",17,0,1,PHOTO
Wed Sep 10 15:17:32 UTC 2014,Wednesday,15:17:32,"The San Diego team traveled to Fort Richardson (JBER), Alaska this week to conduct a Warrior Transition Workshop for wounded, ill and injured service members. See where we're going next! http://bit.ly/1njxmHT",15,0,1,PHOTO
Tue Sep 09 20:25:02 UTC 2014,Tuesday,20:25:02,We've partnered with the Centers for Medicare and Medicaid Services to connect veterans and spouses with their open positions.,6,0,0,LINK
Tue Sep 09 14:00:01 UTC 2014,Tuesday,14:00:01,"There's still time to register for our Vicenza, Italy workshop on September 10th and 11th! For more information and to register, visit: http://sept10-11twvicenza.eventbrite.com/",6,0,0,PHOTO
Mon Sep 08 23:19:24 UTC 2014,Monday,23:19:24,Met with Starbucks HQ today to discuss veteran employment.,25,1,0,PHOTO
Mon Sep 08 20:00:00 UTC 2014,Monday,20:00:00,Hire Heroes USA staff supported another great veterans organization over the weekend! Our team sported HHUSA gear at the Travis Manion Foundation's 9/11 Heroes Runs in San Diego and Atlanta.,28,1,2,PHOTO
Mon Sep 08 14:00:02 UTC 2014,Monday,14:00:02,"Through our personalized, one-on-one approach to career coaching, Hire Heroes USA staff members helped 54 veterans secure civilian employment in one week!",24,0,4,LINK
Sat Sep 06 17:00:06 UTC 2014,Saturday,17:00:06,"With over two weeks left in the #5FDP4VETS campaign, Five Finger Death Punch has raised over $200,000 for veteran organizations like Hire Heroes USA. Learn more today!",14,0,2,LINK
Fri Sep 05 17:00:01 UTC 2014,Friday,17:00:01,Tune into FOX Sports South and SportSouth tonight at 11 PM EST for DRIVEN - Brian Stann: All American. The feature follows Hire Heroes USA CEO's  military career from the Naval Academy to the Marine Corps and through his career in mixed martial arts and broadcast television.,14,0,4,LINK
Fri Sep 05 14:19:02 UTC 2014,Friday,14:19:02,"Two MedAssets employees in St. Louis are supporting Hire Heroes USA. Thanks, Daniel Kistner and Rick Barron, for selling homemade salsa for our heroes!",21,1,0,PHOTO
Thu Sep 04 17:22:56 UTC 2014,Thursday,17:22:56,Our Veteran Transition Specialists struck a pose at the U.S. Army Fort Campbell sign to celebrate another successful Warrior Transition Workshop!,24,1,0,PHOTO
Wed Sep 03 17:26:27 UTC 2014,Wednesday,17:26:27,VTS Matt Grob taught transitioning troops how to create a strategic plan on day one of the U.S. Army Fort Campbell workshop.,19,3,0,PHOTO
Tue Sep 02 15:39:44 UTC 2014,Tuesday,15:39:44,"We have teams at U.S. Army Fort Campbell and in Norfolk, VA to conduct Warrior Transition Workshops this week. Workshop participants will gain the tools necessary to search for and secure civilian jobs.",11,1,1,STATUS
Sat Aug 30 17:40:01 UTC 2014,Saturday,17:40:01,Hire Heroes USA VTS Aaron Herrera will be cheering on the LSU Tigers today against Wisconsin!,9,1,0,PHOTO
Fri Aug 29 15:06:49 UTC 2014,Friday,15:06:49,Our Atlanta office is celebrating #NationalCollegeColorsDay! Who is your team?,32,1,1,PHOTO
Thu Aug 28 21:00:00 UTC 2014,Thursday,21:00:00,Our friends at the Travis Manion Foundation are helping post-9/11 veterans transition into civilian life through their Mentorship and Advocacy Program for Veterans (MAP-V). Hire Heroes USA is happy to offer career transition services to MAP-V participants. Learn more about the funded internship program today!,16,0,1,LINK
Thu Aug 28 18:12:44 UTC 2014,Thursday,18:12:44,"Transitioning service members and veteran-friendly employers joined us at Fort Belvoir today for a Career Opportunity Day (COD). Service members had the opportunity to interview for open positions with the employers. On average, 20-30% of job seekers in attendance receive job offers! Visit our website to register as an employer for an upcoming COD: http://bit.ly/1pMGFAl",6,0,0,PHOTO
Thu Aug 28 14:18:57 UTC 2014,Thursday,14:18:57,"We're gearing up for college football! Our CEO, Brian Stann, graduated from the United States Naval Academy. Check out their new Under Armour UK uniforms! Who will you be cheering for this weekend?",11,3,0,PHOTO
Wed Aug 27 14:44:04 UTC 2014,Wednesday,14:44:04,"#DidYouKnow that we've partnered with over 450 veteran-friendly employers since January to connect the transitioning service members, veterans, and spouses that we assist with full-time positions? If you are looking to hire veterans, be sure to visit our job board: http://bit.ly/1uqQaFh.",10,0,3,PHOTO
Tue Aug 26 18:41:35 UTC 2014,Tuesday,18:41:35,"Happy #NationalDogDay to the pawesome dogs that are helping veterans transition into civilian life every day! Check out Hire Heroes USA VTS, Spencer Milo, and his service dog, Nemo! You can learn more about Spencer's story here: http://bit.ly/1vM9DRC",32,1,5,PHOTO
Mon Aug 25 18:25:59 UTC 2014,Monday,18:25:59,We're at Camp Lejeune in North Carolina and Fort Belvoir in Virginia this week to deliver Warrior Transition Workshops with the USO. Workshop participants will leave with the tools necessary to search for and secure a civilian job.,10,0,2,STATUS
Fri Aug 22 14:19:57 UTC 2014,Friday,14:19:57,Hire Heroes USA is happy to announce an employment partnership with ENV Services! Be sure to visit our job board to view their open positions.,8,0,1,LINK
Thu Aug 21 16:49:52 UTC 2014,Thursday,16:49:52,Looking for volunteer opportunities? Learn how you can work with Hire Heroes USA to help veterans and their spouses transition into civilian jobs!,6,0,5,LINK
Wed Aug 20 16:57:11 UTC 2014,Wednesday,16:57:11,"Six veterans are at Hire Heroes USA's headquarters in Alpharetta, GA this week for free training. At the end of the week, participants will be prepared to become certified as Salesforce Administrators to enhance their careers.",10,1,1,STATUS
Tue Aug 19 14:14:47 UTC 2014,Tuesday,14:14:47,"We are conducting a Warrior Transition Workshop and Career Opportunity Day in San Diego, CA today through Thursday. We look forward to helping prepare Active Duty transitioning service members for the civilian workforce.",7,2,0,STATUS
Mon Aug 18 21:00:02 UTC 2014,Monday,21:00:02,"We're excited to be conducting a Warrior Transition Workshop in Colorado Springs on September 23rd and 24th! Register today to learn how to create a strategic plan, craft a civilian resume, and practice interview techniques. http://bit.ly/1vhr14f",1,0,3,PHOTO
Sat Aug 16 14:19:00 UTC 2014,Saturday,14:19:00,"MedAssets is hiring! Headquartered in Alpharetta, Georgia, the healthcare IT company is one of Hire Heroes USA's primary Corporate Partners. Check out their feature in the AJC.",9,1,6,LINK
Fri Aug 15 22:00:01 UTC 2014,Friday,22:00:01,"Five Finger Death Punch launched a campaign to benefit veteran organizations, including Hire Heroes USA. Check out their newest video which was premiered at Nellis AFB and learn more about how you can get involved! http://bit.ly/1oW5SrS",14,0,17,VIDEO
Fri Aug 15 15:19:11 UTC 2014,Friday,15:19:11,"#HappyFriday! Did you know that Hire Heroes USA's model for preparing transitioning troops, veterans, and spouses for the civilian workforce is recognized as best-in-class by the USO, Call Of Duty Endowment, and Google?",14,0,2,STATUS
Thu Aug 14 23:00:01 UTC 2014,Thursday,23:00:01,"We're excited to collaborate with the USO-N.C., as we plan to deliver additional Warrior Transition Workshops to transitioning service members, veterans, and spouses throughout North Carolina.",9,0,0,STATUS
Thu Aug 14 19:19:53 UTC 2014,Thursday,19:19:53,"Hire Heroes USA leadership is in Raleigh, NC today to meet with the  USO-N.C.. They made sure to stop by our local office to visit with our Veteran Transition Specialists, too!",15,0,0,PHOTO
Thu Aug 14 14:51:49 UTC 2014,Thursday,14:51:49,"""Stereotyping and a lack of understanding of how military skills transfer over to civilian roles are only a few of the factors that often prevent highly capable veterans from being hired.""



 UTSA- College of Business is leading groundbreaking research on veteran hiring. Learn more today.",2,0,0,LINK
Wed Aug 13 18:03:37 UTC 2014,Wednesday,18:03:37,"In the past 3 years, the annual number of veterans and spouses that Hire Heroes USA confirmed hired increased by nearly 600%. Now that's service at work!",27,1,0,STATUS
Wed Aug 13 14:11:20 UTC 2014,Wednesday,14:11:20,We're heading to Germany and Italy in September to conduct Warrior Transition Workshops! Where else would you like to see Hire Heroes USA go?,7,7,1,STATUS
Tue Aug 12 17:02:24 UTC 2014,Tuesday,17:02:24,"Hire Heroes USA VTS, Kwami Koto, met with the Denton Lions Club last night to talk about how we help veterans and spouses transition into the civilian workforce. The Club was introduced to Hire Heroes USA by veterans that attended our Plano Warrior Transition Workshop in February.  At the end of the night, Kwami was presented with a generous $750 donation to help us continue our mission!",18,2,1,PHOTO
Tue Aug 12 14:10:49 UTC 2014,Tuesday,14:10:49,"More than 90% of the transitioning service members and veterans that Hire Heroes USA assists served at some point after September 11, 2001.",7,0,1,STATUS
Tue Aug 12 00:16:24 UTC 2014,Tuesday,0:16:24,"Tonight we remember actor Robin Williams, a long-time supporter of service members, veterans, and their families.",36,1,8,LINK
Mon Aug 11 19:00:00 UTC 2014,Monday,19:00:00,Have you registered for our Career Opportunity Day in San Diego yet? Don't miss your chance to meet with veteran-friendly employers on August 21 at the Sheraton San Diego Hotel & Marina.,6,0,1,LINK
Mon Aug 11 15:12:21 UTC 2014,Monday,15:12:21,We will be at the Renaissance Portsmouth-Norfolk Waterfront Hotel on September 3rd and 4th for a Warrior Transition Workshop. Be sure to register to receive personalized employment assistance from dedicated Veteran Transition Specialists. http://bit.ly/1ouHKY8,6,0,2,PHOTO
Fri Aug 08 17:00:01 UTC 2014,Friday,17:00:01,"If you can't make it to one of our career events this year, don't worry! We offer personalized career transition assistance via Online/Telephone Career Coaching. Register on Friday mornings to connect with a Veteran Transition Specialist.",6,0,1,LINK
Fri Aug 08 14:00:01 UTC 2014,Friday,14:00:01,"On this day in 1946, the USAF's Convair B-36 ""Peacemaker"" embarked on its first flight. The aircraft was later replaced with the Boeing B-52 Stratofortress.



Photo credit: www.fas.org",6,0,1,PHOTO
Thu Aug 07 19:22:52 UTC 2014,Thursday,19:22:52,"We had a great Warrior Transition Workshop this week at Fort Gordon! Check out the pictures below of our team at work, including a few generous USO volunteers who conducted mock interviews with participants.",12,0,3,PHOTO
Thu Aug 07 14:15:00 UTC 2014,Thursday,14:15:00,"Are you a veteran-friendly employer? Visit the Hire Heroes USA Job Board to connect with qualified transitioning service members, veterans, and their spouses.",4,0,6,LINK
Wed Aug 06 14:00:03 UTC 2014,Wednesday,14:00:03,"Have you utilized VetNet yet? We help guide veterans and their families to civilian careers through the Basic Training Track on Wednesdays. Learn how to get started today. 



We'll be talking about LinkedIn today at 3 PM EST! Be sure to join: http://bit.ly/1sbp5o6",1,0,0,VIDEO
Tue Aug 05 21:19:44 UTC 2014,Tuesday,21:19:44,Did you know that we collaborate with WWE Community for workshops? WWE Superstars and Divas join us to help service members and spouses transform their military service into civilian success.,3,2,0,LINK
Tue Aug 05 16:10:00 UTC 2014,Tuesday,16:10:00,"Hire Heroes USA Veteran Transition Specialists, Jason Dodge and Matt Grob, participated in the Old Soldier's Day race in Alpharetta, GA over the weekend. Check them out in their Hire Heroes USA gear!",18,0,0,PHOTO
Tue Aug 05 14:00:01 UTC 2014,Tuesday,14:00:01,"This poster displays the transformation of the American flag over the last 247 years. Very cool! Thanks for sharing, Co.Design.",19,0,4,PHOTO
Mon Aug 04 19:15:40 UTC 2014,Monday,19:15:40,"It's great to be back at Fort Gordon this week to assist service members at a Warrior Transition Workshop! Last time we were here, 100% of workshop participants said they would recommend us to their peers.",4,0,0,STATUS
Mon Aug 04 15:51:59 UTC 2014,Monday,15:51:59,"""Although many Americans express discontent in their current careers, most are unable to describe their dream job."" Learn how to identify and achieve your dream job in this week's blog post.",6,0,1,LINK
Fri Aug 01 16:37:11 UTC 2014,Friday,16:37:11,#HappyFriday from our newest Hire Heroes USA employees in Atlanta!,31,2,1,PHOTO
Fri Aug 01 14:00:01 UTC 2014,Friday,14:00:01,Learn more about our partnership with the Call Of Duty Endowment and how we turn financial support into program delivery. #serviceatwork,10,0,4,VIDEO
Thu Jul 31 14:00:02 UTC 2014,Thursday,14:00:02,Our friends at BNSF Railway are helping expand the number of Warrior Transition Workshops and Career Opportunity Days that we conduct with the USO nationwide.,8,0,2,VIDEO
Wed Jul 30 18:23:43 UTC 2014,Wednesday,18:23:43,"Be sure to register for the Hire Heroes USA/USO Career Opportunity Day on Thursday, August 21st in San Diego, CA for the opportunity to meet with veteran-friendly employers. http://bit.ly/1qLmepv",12,1,4,PHOTO
Wed Jul 30 14:00:00 UTC 2014,Wednesday,14:00:00,"“I feel that Hire Heroes USA is one of the best veteran sites I have ever worked with. It is far more personal; they ensure that you are fully prepared to enter the work force.  My Veteran Transition Specialist, Shana Mays, assisted me in every step of the process. She didn’t just tell me what needed to happen, she walked me through it. This is what separates Hire Heroes USA from any other company. Searching for a career is a job; Shana and everyone over at Hire Heroes USA make the search so much easier.”",8,0,2,LINK
Tue Jul 29 19:14:25 UTC 2014,Tuesday,19:14:25,"We are happy to have fellows from The Mission Continues on staff to assist more transitioning service members, veterans, and their spouses. Learn more about Hire Heroes USA Fellow, Lynn Glover, in this week's blog post!",5,0,0,LINK
Tue Jul 29 16:00:01 UTC 2014,Tuesday,16:00:01,Hire Heroes USA is excited to partner with Technica Corporation to connect veterans and spouses with employment opportunities in the IT field. Be sure to visit the Hire Heroes USA Job Board soon to view their available positions!,4,0,2,LINK
Tue Jul 29 14:00:01 UTC 2014,Tuesday,14:00:01,"On this day in 1775, the U.S. Army Chaplain Corps was founded. More than 25,000 chaplains have served soldiers and their families in war and peace since the Corps' founding.



[Photo Credit: U.S. Army Chaplain Corps]",11,0,2,PHOTO
Mon Jul 28 23:05:01 UTC 2014,Monday,23:05:01,"Excited to be offering our first two Transition Workshops to troops in Germany Sept 15-16th and Sept 18-19th at Ramstein AB! For more information and to register, visit: http://sept1516twramstein.eventbrite.com and http://sept1819twramstein.eventbrite.com",8,1,4,PHOTO
Mon Jul 28 23:00:01 UTC 2014,Monday,23:00:01,"Looking forward to delivering our first Transition Workshops to American troops in Vicenza, Italy Sept 10-11th! For more information and to register, visit: http://sept10-11twvicenza.eventbrite.com",5,0,2,PHOTO
Mon Jul 28 20:25:48 UTC 2014,Monday,20:25:48,"Did you know that in the past 2 years Hire Heroes USA expanded to 6 offices across the country? We're now in Atlanta, Raleigh, Plano, San Diego, Colorado Springs, and Seattle!",19,5,0,STATUS
Mon Jul 28 14:40:24 UTC 2014,Monday,14:40:24,"We'll be busy this week! Hire Heroes USA staff are en route to three Warrior Transition Workshops at Joint Base Langley-Eustis, MCCS Camp Pendleton, and Naval Medical Center San Diego (NMCSD).",7,0,0,STATUS
Fri Jul 25 22:00:01 UTC 2014,Friday,22:00:01,"Sockwork: Socks With A Purpose donates a percentage of profits to veteran organizations. This month, they will donate to Hire Heroes USA. Read more about the philanthropic company below and don't forget to use code ""HIREUSA"" to receive 15% off of your subscription! Thanks for your support, Mario and Tina!",6,0,1,LINK
Fri Jul 25 17:37:31 UTC 2014,Friday,17:37:31,"The BNSF Railway Foundation presented a check for $3 million to the USO yesterday in Colorado Springs. The generous donation will help support the Warrior Transition Workshops and Career Opportunity Days that we conduct in partnership with the USO. Hire Heroes USA staff members were in attendance for the check presentation.  



Learn more about BNSF Railway and their donation at  http://bit.ly/1rRjMek",24,1,5,PHOTO
Fri Jul 25 13:36:27 UTC 2014,Friday,13:36:27,"As Christopher Murphy prepared to medically retire from the US Marine Corps, he was uncomfortable about the idea of finding civilian employment. Christopher received personalized career transition assistance from a Hire Heroes USA Veteran Transition Specialist within 24 hours of registering for our services, and had multiple interviews within 2 weeks! Learn more about Christopher's career transition on our website.",4,0,3,LINK
Thu Jul 24 18:18:43 UTC 2014,Thursday,18:18:43,"The Atlanta team got together for lunch to say goodbye to Director of Veteran Programs, James McGuire. Good luck in your future endeavors, James. We'll miss you!",12,0,1,PHOTO
Thu Jul 24 14:13:45 UTC 2014,Thursday,14:13:45,"We wrapped up our Warrior Transition Workshop in Colorado Springs yesterday with a class on networking. Today, we look forward to connecting transitioning service members, veterans, and spouses with employers at our Career Opportunity Day.",13,0,0,PHOTO
Wed Jul 23 14:58:13 UTC 2014,Wednesday,14:58:13,We visited 25 military installations to conduct Warrior Transition Workshops so far this year. We even made it to MCBH Kaneohe Bay Hawaii and Schofield Barracks!,9,3,0,STATUS
Tue Jul 22 21:14:05 UTC 2014,Tuesday,21:14:05,"Hire Heroes USA is recognized as a best-in-class nonprofit organization that helps veterans transition into high-quality jobs. Learn about the Call of Duty Endowment's rigorous vetting process used to measure program effectiveness. Thanks for your support, Call Of Duty Endowment!",5,0,1,LINK
Tue Jul 22 18:25:19 UTC 2014,Tuesday,18:25:19,"Our Colorado team is conducting a 2-day Warrior Transition Workshop and Career Opportunity Day in Colorado Springs this week in partnership with the USO. Veteran Transition Specialist, Nathan Henderson, is pictured below teaching transitioning service members how to craft a professional civilian resume.",10,1,0,PHOTO
Tue Jul 22 14:00:00 UTC 2014,Tuesday,14:00:00,Schlossmann Auto Group is our newest Employment Partner. They are committed to hiring veterans and their spouses!,4,0,0,LINK
Mon Jul 21 16:15:01 UTC 2014,Monday,16:15:01,"Take advantage of the opportunity to meet face-to-face with hiring managers from companies like the Red Cross, BNSF, and Verizon Wireless. Register for our free Career Opportunity Day in Colorado Springs on Thursday, July 24!",3,0,6,LINK
Fri Jul 18 17:00:02 UTC 2014,Friday,17:00:02,"Our Plano, TX team traveled to Fort Hood-Army Base this week to conduct a 2-day workshop with the Warrior Transition Battalion, while our team in San Diego, CA helped local Active Duty service members craft professional resumes at a 1-day workshop. Visit our website to see where we are going next!",1,1,0,LINK
Fri Jul 18 14:00:01 UTC 2014,Friday,14:00:01,Our long-term goal is to diminish the problem of veteran unemployment. Learn how you can help us achieve this goal today!,6,0,1,LINK
Thu Jul 17 19:00:00 UTC 2014,Thursday,19:00:00,"Looking for a job in Texas, Minnesota, Oklahoma, or Florida? Good news! USAA says these states have the most jobs available for #veterans.",6,0,1,LINK
Thu Jul 17 13:54:21 UTC 2014,Thursday,13:54:21,"Since 2008, we have written more than 7,000 professional resumes that translate military experience into transferable job skills to give transitioning service members, veterans, and spouses the confidence to pursue civilian employment.",21,0,2,STATUS
Wed Jul 16 14:00:00 UTC 2014,Wednesday,14:00:00,"Sockwork: Socks With A Purpose is supporting Hire Heroes USA this month by donating 10% of their July profits. Visit their site today and remember to enter ""HHUSA"" to receive 15% off of your order.",1,0,0,LINK
Tue Jul 15 14:30:21 UTC 2014,Tuesday,14:30:21,"Hire Heroes USA Founder and Chairman of the Board, Mr. John Bardis, shares his active lifestyle with the The Wall Street Journal. You can learn more about Mr. Bardis here: http://bit.ly/1kszMhL",19,0,1,LINK
Mon Jul 14 16:13:32 UTC 2014,Monday,16:13:32,"Dynesha Montgomery, Hire Heroes USA Veteran Transition Specialist, offers advice on how to avoid scams in this week's blog post.",4,0,1,LINK
Fri Jul 11 17:40:27 UTC 2014,Friday,17:40:27,Have you wondered what you will be doing in 10 years? Maybe you'd like to interview your future self! Mashable shared an article about how LinkedIn may give you this ability one day.,0,0,0,LINK
Fri Jul 11 14:00:00 UTC 2014,Friday,14:00:00,28 people on the Hire Heroes USA team honorably served/are serving in the US military. #FactFriday,21,1,0,STATUS
Thu Jul 10 19:34:28 UTC 2014,Thursday,19:34:28,"We're with the Warrior Transition Battalion at Fort Bragg this week to help transitioning service members create a strategic plan, craft a professional resume, and practice interview skills.",19,0,0,PHOTO
Thu Jul 10 15:18:15 UTC 2014,Thursday,15:18:15,"We've traveled 26,434 miles since January 1 to conduct 52 Warrior Transition Workshops for more than 675 transitioning service members, veterans, and spouses. We'll double these numbers by the end of the year!",17,0,0,STATUS
Wed Jul 09 22:30:00 UTC 2014,Wednesday,22:30:00,A new Army Times article raises questions about a decade-old rule. Should soldiers have the right to bare their arms in the summer? Tell us what you think!,1,2,2,LINK
Wed Jul 09 18:00:01 UTC 2014,Wednesday,18:00:01,"Attention transitioning service members, veterans, and spouses: online registration for our free Online/Telephone Career Coaching will now open on Friday mornings. Registration remains open until capacity is reached. We look forward to assisting you in your  career transition!",5,0,2,LINK
Wed Jul 09 13:50:52 UTC 2014,Wednesday,13:50:52,"Hire Heroes USA CEO, ""All American"" Brian Stann, speaks with Continuum Managed Services about the challenges veterans face in their transitions and how we are assisting them with personalized employment training. Listen to the interview online now.",1,0,0,LINK
Tue Jul 08 18:04:59 UTC 2014,Tuesday,18:04:59,Did you know Hire Heroes USA helps more than 21 #veterans and spouses achieve employment each week? We are on track to reach our 2014 goal. Check out our annual report (http://bit.ly/1n4wK2M) to see what we were able to accomplish last year! #CharityTuesday,9,3,1,STATUS
Mon Jul 07 15:41:08 UTC 2014,Monday,15:41:08,"Carl Meyer golfed 135 holes on July 4th in 14 hours and 20 minutes to raise over $48K for Hire Heroes USA's programs and services. Carl has generously donated more than $350K to date, allowing us to help more transitioning service members, veterans, and spouses gain employment. Our own VTS, Aaron Herrera, had the opportunity to join Carl this year.",16,0,2,PHOTO
Sun Jul 06 15:00:00 UTC 2014,Sunday,15:00:00,"Every Monday morning starting at 0930 EST transitioning service members, veterans and spouses can register for services, at no cost by visiting http://hireheroesusa.org/",2,0,2,LINK
Fri Jul 04 14:13:49 UTC 2014,Friday,14:13:49,Happy Independence Day! What are you doing to celebrate?,6,7,0,STATUS
Thu Jul 03 19:03:40 UTC 2014,Thursday,19:03:40,"A message from our Chief Operating Officer, Nathan Smith.",9,0,2,LINK
Thu Jul 03 16:01:45 UTC 2014,Thursday,16:01:45,Thank you to Continuum for their support of veterans and spouses! http://www.cnbc.com/id/101810712#,6,0,2,LINK
Wed Jul 02 15:00:01 UTC 2014,Wednesday,15:00:01,"During the month of July, Sockwork will donate 10% of profits to Hire Heroes USA. Enter ""HHUSA"" for 15% off fun designs. #sockswithapurpose http://ow.ly/yGfA4",4,0,5,LINK
Wed Jul 02 13:58:01 UTC 2014,Wednesday,13:58:01,,13,0,2,LINK
Tue Jul 01 22:15:00 UTC 2014,Tuesday,22:15:00,USO Warrior and Family Center,11,0,1,PHOTO
Mon Jun 30 15:43:55 UTC 2014,Monday,15:43:55,,2,0,0,LINK
Fri Jun 27 17:00:00 UTC 2014,Friday,17:00:00,"Service Management Systems is our newest Employment Partner. They have over 15,000 employees nationwide, and are looking to hire veterans for management positions. Hire Heroes USA veterans and spouses can apply to available SMS positions through our job board. Thanks for your support of our veterans, SMS!",3,0,3,LINK
Fri Jun 27 13:33:23 UTC 2014,Friday,13:33:23,,2,0,1,LINK
Wed Jun 25 18:45:24 UTC 2014,Wednesday,18:45:24,"We conducted a Warrior Transition Workshop in DC this week with WWE. Workshop participants were able to attend the Monday Night Raw event after. Thanks, WWE!",14,0,2,LINK
Tue Jun 24 16:00:00 UTC 2014,Tuesday,16:00:00,"Photos from HHUSA workshop, to include participants with WWE talent.",8,0,2,PHOTO
Tue Jun 24 14:00:00 UTC 2014,Tuesday,14:00:00,"Custom Vault Solutions, a 25 year old company in the physical and electronic security industry, is our newest Corporate Partner! They are committed to hiring our Nation's heroes. Be sure to visit the Hire Heroes USA Job Board to view their open positions.",5,0,1,LINK
Mon Jun 23 18:15:44 UTC 2014,Monday,18:15:44,"Hire Heroes USA volunteer, Nick W., shares common missteps for job seekers in their 20's in this week's blog post. Read more on the Hire Heroes USA blog today!",2,0,0,LINK
Sat Jun 21 15:00:01 UTC 2014,Saturday,15:00:01,"Did you know that last year alone, Hire Heroes USA helped more than 800 veterans find employment? Every Monday morning starting at 0930 EST transitioning service members, veterans and spouses can register for services, at no cost by visiting 

http://hireheroesusa.org",9,0,5,LINK
Sat Jun 21 02:22:32 UTC 2014,Saturday,2:22:32,"While at Kaneohe Bay, HI, helping troops prepare for a successful transition to the civilian workforce, the Hire Heroes USA team had the opportunity to meet the OIC and SNOIC of Wounded Warrior Battalion West Detachment Hawaii.",22,0,3,PHOTO
Fri Jun 20 16:41:12 UTC 2014,Friday,16:41:12,"Our Veteran Transition Specialists have had a great week delivering Transition Workshops at Fort Polk, LA, Schofield Barracks, HI and Kaneohe Bay, HI, in collaboration with the USO.",9,0,0,STATUS
Tue Jun 17 23:13:53 UTC 2014,Tuesday,23:13:53,,4,0,1,PHOTO
Tue Jun 17 12:16:47 UTC 2014,Tuesday,12:16:47,Thank you Carl Meyer and all those supporting Carl's 100 holes of golf to benefit HHUSA! http://www.prweb.com/releases/100-Holes-for-Our-Heroes/HireHeroesUSA/prweb11946673.htm,2,0,0,LINK
